text|sentiment
adım abdullah oral şairöralhotmailcom Bankanıza kapattığım hesaplar dan dolayı borcum varmı.|neutral
sanırım şimdi aranmışım tekrar aramanız mümkünmü acaba?|neutral
parakart ta yokmuş :)|neutral
Malatya merkezdeki bankamatik tuşlarını yenilerseniz büyük yardım etmiş olursunuz..|negative
perşembe öğleden sonra Sevinirim teşekkürler.|positive
yok ilginize çok teşekkür ederim, Akbankcall center sorunumu yaklaşık 2-3 dakikada çözdü iyi akşamlar.|positive
kontörünüz mü yoktu da aramadınız yoksa çözüm bulamadığınız için mi aramadınız ?|negative
çok teşekkürler Hızlı geri dönüş için Gerekli bilgiyi verildi telefon ile.|positive
kredi ile ilgili bir soru sormak istiyorum ulaşır mısınız|neutral
Bilgi verilecek bir şey yokki hep aynı şeyler, yaptığınız yasalara aykırı....|negative
resmi hesap mı bu?|negative
bi aransam güzel olucak sanırım .|neutral
cevabımı aldım teşekkürlerama maaş müşterilerine kredi kampanyası gereksizben istersem başvururum zatendurduk yere uğraştık|negative
Otomatik Fatura Ödeme Talimatlarınıza 100 TL'ye varan bonus! Kampanyasındaki ilk 75000 kişi limiti doldu mu?|neutral
çok sevinirim Teşekkürler|positive
Fark etmez kafanıza göre arayın :D|positive
Çileden çıktıktan sonra hallettim sorun yok (:|negative
teşekkür ederim sorunu çözdük ama bunu ilk 2 başvurunda çözseydiniz de ne beni ne kendinizi yorsaydınız|negative
şu an itibariyle uygunum|neutral
bir iş için balıkesire uğramak zorunda kaldım android uygulamasında belirttiğiniz atm bulunamadı balıkesir merkezde 5adet var|neutral
İletişime geçmenizi rica ediyorum.|neutral
Yasalar gereği çalışan bir insanın maaşının %25 ı kesilebilir, siz %25 i kesilen bir maaşın, %40 ini kesiyorsunuz, bu bir suç|negative
646823 Nolu EFT iptal talebiyle ilgili şube yetkilisine ulaşamıyorum İşlemin gerçekleşmesi için  daha ne kadar uğraşmalıyım|negative
günün her saati arayabilirsiniz....|neutral
Ben Miles&Smiles kredi kartı almak istiyorum ama bir türlü gerekli formları dolduramadım Yardımcı olur musunuz?|positive
40 gündür maaş kartı beklediğiniz banka hangisidir diye dum bana  tabi ki dedilerüstün hizmet büyük başarı falan.|negative
Internet üzerinden tedaş ödemelerini yapamıyoruz yardım lütfen |neutral
2 haftadır hesap kartım ISRARLA GELMİYOR! İnternet bankacılığı şifremi KARTSIZ alamıyormuşmuşum! Müşteri no ne güne duruyor?!|negative
Saatlerdir müşteri hizmetlerini arıyorum ve sesli yanıt sistemi beni delirtti! DİREK müşteri temsilcime bağlanamayacak mıyım?|negative
akşam müsreti hizmetlerini arayıp sorunu görüşeceğiz.|neutral
Ekim ayının 10'nun da hesap kartı açtırdım hala gelmedi ve iş yerinden izin alamadığım için maaşımı çekemiyorum.|negative
kartsız işlemden türkcell cüzdana yatırdığım parayı nasıl geri çekebilirim?|neutral
yolladım|neutral
Temsilcileriniz şubeye yönlendiriyor ancak yakınımda şube de yok Kartın ulaşması için daha ne kadar aramalıyım?!|negative
İnternet Bankacılığından kart gönderimi için verdiğim adres, alakasızca başka bir ilçe olarak belirlenmiş.|negative
Bankanızdan kart alıyorum, ulaşmıyor, Alo Garanti şifrem olmadığı için kimse yardımcı olmuyor.|negative
çok teşekkür ederim ilginize|positive
Soruma Cevap Alamadım Hala  |negative
beni sinir hastası ettiniz siz|negative
borcumu silin, peşimi bırakın|negative
amerikadan lira gönderdiler bana 3 4 gün oldu ne zMan gelir|neutral
bana yardımcı olun|neutral
Yurtdışından Lira gönderdiler bana kaç güne hesabıma gelir   cazyeşili link|neutral
otomatik ödeme talimatındaki faturalarım ne zaman ödenecek  |neutral
personelleriniz işini düzgün yapsın yeter! Herkesin vakti zamanı var boş değiller!!|negative
DM gönderdim|neutral
Tedaş ödemelerimizi artık internet ya da cep şubesinden yapamıyoruz sanırım..|neutral
2000 TL limitli kredi kartı gönderecekseniz alayım.|negative
ismim Uğur ÖZTÜRK numaram : 537 286 86 88 Yine bonus mü teklif edeceksiniz :)))|positive
09-12 arası dışında arayabilirsiniz.|neutral
ölemiiii bilmiyordum tüh tüh! benim akbank,yapıkredide de kartım yok ama bu kadar sonra hizmet almıyorumteşekkürler|negative
bugün 12 uygundur|neutral
iyi akşamlar ben 21:35 izmir bostanlı atmsinden kartsız işlem yapmak istedim yatırtıdığım para hesaba geçmedi üstelik vermedi|neutral
sıra bize gelir mi  |negative
tuğba_tanyeri kendisi aranmadı bu satten sonrada aranmasın ama habersiz kredi nasıl çıkıyor bu konunun takipçisi olacağım.|negative
aradığım kişiler kaileye bile almıyolar müşteriyi ayıptır ayıp.|negative
nasıl bi bankasınız siz  Bu şehirdeki çalışanlarınız sanırsınız garantinin sahipleri bana öyle bi konusuyolar ki|negative
yarın mesai saatlerinde|neutral
yarın sabah öğleye kadar benimle iletişime geçebilirsiniz şube telefonla halledin telefondaki şubeyle iletişime geçin diyor|neutral
sorun halledildi teşekkür ederim|positive
göstermiş olduğunuz ilgiye teşekkür ederim|positive
31102013 tarihi itibariyle ulaşabilirsiniz|neutral
şu an olur|neutral
dan arayan Burak şu ana kadar komuştuğum en başarılı çağrı merkezi insanlarından ilk üçe girer.|positive
kredi kartıma para yatmasına rağmen hesapta bir gariplik var, kk borcundan düşmemiş yardımcı olur musunuz ?|neutral
iki buçuk saat sıra bekledim üstelik kartla sıra numarası almış olmama rağmen|negative
17 Ekimde iletmiş olduğum şikayetim ile ilgili bir cevap alamadım Yardımlarınızı bekliyorum.|negative
Beni yarın 17:00'den sonra 532 ile başlayan numaramdan ararsanız konuşuruz.|neutral
Hürriyet cad Kocaeli/izmit|neutral
1 saat 45 dk bekledim çalışanınızın hesap açma ve kredi kartı başvurusu işlemimi yapamayacağını söylemesi 1 dk sürdü...|negative
etimesgut şubesi bireyseldeki işlemlerin fazla uzaması aşırı yığılmanın oluşması teşekkür ederim ilginize|negative
tuğba_tanyeri  başvurmadığım halde cep telefonuma ''krediniz onaylanmıştır'' mesajı geldi  bi açıklama yok mu?|negative
merhaba bugün Silivri olsun taksim garanti subesi olsun elemanlarınız da nitelik sorunu olmaliki 1 kişiye en aZ 10 dkayırıyor|negative
bir hafta önce bankamatiğin kaptığı kartı daha bugün zor aldım.|negative
diğer konuda yardımcı olamicakmısınız, sarışın kısa boylu yengenizle beni tanıştırmıçakmısınız,|negative
6 ay oldu daha bekliyim mi |negative
hangi belgeleri arkadaşım  söylesene|negative
SamanyoluSeval olmuş,gördüm hemşerimsincan sin ;))|positive
RTçı_baba yaptım oldu sanırım:)|positive
benim kart ne zaman gelir?|neutral
Merhaba, ben bana ulaşılmasını istemiyorum Pazartesi sabahı aranmak ve ısrarcı bir personeliniz ile görüşmek istemiyorum.|negative
tükettiniz beni, kaç gündür bir hesap kapatamadım, kapanmadığı gibi kartımı da bankmatik aldı Herkes birbirine yönlendiriyor|negative
direk msj atamıyorum sanırım eklemeniz lazım beni|negative
işlem tamam  RTçı_baba |positive
sezelogan gördüm yalnız,linki açmamışsın be arkadaşımtwiti açıp tekrar Rt yaparsan çok sevinirim |negative
Rt yaptım TweetBaba  RTçı_baba |positive
RTçı_baba Abi bitirelim şu bonusu ,yaşasın AxessCard hepsi aynı bok ya neyse|negative
çittoşçittos yapsın kardeş Axess kart ücreti almıyor iyi ki axess var  |negative
RTçı_baba hep yapıyor bunu|negative
Şöyle;'dum; anlaşma bitince n'olurKart ücreti alırız,dedilerBen de;Alın,sizin olsun Bonus kart Axess yeter bana dedim :)|negative
Bankanızda kullanmadığımız hesabımız varsa kapatmamız gerekiyormuş yoksa ücret kesilecekmiş doğru mu?|negative
sizin en kısa süreniz 1 gün mü peki?|negative
Bir müşteri temsilcine bağlanıp soru sormanın imkansız olduğu yerdeyim 4440333|negative
şube çağrı merkezine çağrı merkezi şubeye ynlndryr akşam 7 den sonra müsaitim.|negative
aramanız için uygun bir zaman dilimindeyim, bekliyorum...|positive
moneybonus personel tanımlaması için şubeye gdn ytkmz yk çağrımrkzni aryn ytkmz yk kmn yetkisi vr hrkes brbrne ynlndiriyr |negative
mesai saatlerinden sonra müsaitim|positive
Niğde merkez şubesi, Haklı müşteri hattınız sorunumu çözemedi bilmiyorlarsorunun çözülmesi bundan sonra otomatik kesilmemesi.|negative
17986242 müşteri nolu hesabımdan 06072013 tarihinde hesap kullanım ücreti kesilmiş ve devamıda gelecektir.(tel:5554523457)|negative
Türkiye Futbol Federasyonu ile Garanti bankası arasında yapılan mutabakata göre hakemlerden hesap kullanım ücreti kesilmemekdr|negative
gün içersinde istediğiniz saat.|positive
on numara hizmet! Garanti bankasına böyle bir hizmet yaptığı için teşekkürler Çalışanlara ise daha büyük teşekkürler.|positive
İyi geceler Mesaide değilsiniz ama genel müdürünüz Ergün Özen Bey hala çapulcu mu  http://tco/c4jJ4bKjCW|positive
Bugün bana ""bankamız hesap işletim ücreti 07 01 2014'ten itibaren tüm vadesiz tl hesaplarınızda 58 tl olacaktır Bu nedemek|negative
Dm'de bir problem var,bir kez daha gönderdim, ulaştı ise yanıtlayarak dönün lütfen..|negative
Merhabalar Harcama itirazı faksı göndermiştim ama herhangi bir geri dönüş alamadım.|negative
akşam 6-11 arası, ya da şimdi|neutral
Yarın saat 13:00|neutral
sorması ayıp bana sıra gelecek mi Şikayetimin üzerinden tam 34 saat geçtide!!|negative
ulaşabileceğiniz numarayı dm ile ilettim..|neutral
DM den sorunumu ilettim cevaplar mısınız|neutral
şubeden hallettim sonunda problemi sisteminizdeki kayıtlı cep numarasını kullanıyorum bir değişiklik yok teşekkürler|negative
görüşmemize gerek kalmadı teşekkürler, policemi iptal ettiriyorum.|negative
Bana bir dakika bakcanız mı ATM ile alakalı .|negative
önemli olan para değil ama ilgilenmenizi ve beni ikna etmenizi rica ediyorum :)|negative
2 hafta geçti artık ne zaman alacağım paramı ?|negative
otomatik ödeme talimatı olamadan hesabımdan otomatik ödeme için 79 tl kesildi tel konuştuğumuzda ptesi geri yatacak denildi 2|negative
androidlerde garanti şifrematik uygulamasının problemlerini ne zaman gidermeyi düşünüyorsunuz  http://tco/rYaZX7uQDI|negative
DM nedir?|neutral
Akbank kredi kartlarımdn kullanmadığım kartımı kapatmak istiyorum ne aliağa şubesi yardımcı oldu ne de telefonla kapatabildim AkbankDestek|negative
5 gündür bi atmyi incelemekten aciz beceriksizler AkbankAkbankDestek|negative
cumartesi gününden beri sizi bekliyorumçok mu zor atmyi incelemeksizin keyfinizi beklemek zorunda mıyım?|negative
tefeci AkbankAkbankDestek|negative
cumartesi gününden beri bekliyorumbir atmyi kontrol etmek bu kadar mı zoryardım lazımsa geleyim siz zahmet etmeyin AkbankAkbankDestek|negative
sayın destek yetkilisi müşteri temsilcime ulaşamıyorum telefondan yardımcı olur musunuz nasıl ulaşabilirim|negative
bir kredi kartı başvurum vardı durumunu öğrenmek için aradım fakat  mh'ye bağlanamadım|negative
bi kart gönderecekmişsiniz 15 günü bulabilirmisss bu devir ne 15 gün sürüyorr AkbankDestek|negative
o ücret iptal edilebilir mi 75 tl ödemek istemiyorum geçen yıl da olmuştu iptal etmiştik|negative
Derdim niye böyle bir ücret aldığınız değilTelefon edince geri iade ediliyor!Maaş müşterisiyim ben Baştan neden aldınız?|negative
0530 176 6725 numaralı telefondan tarafıma ulaşabilirseniz memnun olurum İyi çalışmalar.|positive
alihakandolapçı aynen o öç yapınca daha komik oluyo gerçi=)|negative
tdabak abi müthiş tepki ya muahauahauha yerli yersiz güldürüyo :D :D|negative
alihakandolapçı haydaaaaaaaaa|negative
Bize Teşekkür Etme Zaten  Tabi Biz Kimiz ki ?@alihakandolapçı|negative
Üzgünüz, girdiğin kod daha önce kullanıldı Lütfen tekrar dene veya kod sağlayıcınla iletişime geç uyarısı alıyorum|negative
İlginiz ve hızlı dönüş için teşekkür ederim.|positive
1 hafta oldu mağduriyetim hakinda kimse beni arayıpm bilgilendirmiyor.|negative
merveakba6|neutral
Şubeden çıkan Neo kartımı verdiğiniz kuryenin takip numarasını öğrenme şansım var 2 hafta oldu çünküCevap gelirse sevinirim|negative
ya bana hediye ettiğiniz deezer premium kodu kullanıldı diyo ?? AkbankAkbankDestek|negative
sizden benim için bir çözüm yolu istiyorum|negative
kartımı iptal ettirdim ama iptal nedenimi dinlemeden 50 tl chip para ile gene açtırmaya çalışıyorsunuz salakmı sandınız beni ?|negative
Merhaba, Anış Kapoor sergisi için davetiye kazanmıştım Benden iletişim bilgilerimi istemiştiniz.|neutral
şu anda durum nedir acaba Bir ay daha mı sürecek?|negative
çorum valilik atm bozuk reisler şube bakmadı sanırım bi el atın..|negative
Problemim çözüldü Teşekkür ederim.|positive
henüz bir dönüş yapılmadı....|negative
Kredi kartımla ilgili bir sorunum var ve bankanızda muhattap bulamıyorum Telefonla ulaşmak imkansız Çünkü yüzünüze kapanıyor|negative
444 25 25 no'lu telefondan 30 dk sonra ulaşabildiğim kişi yardımcı olmak yerine beni ilk menüye attı Yardımcı olur musunuz?|negative
yarasın tosunuma kanka gene bi üyelik ücreti geçirmişsiniz hayırdır.. Akbank|negative
Vadesiz mevduat hesaplarım silindi bir çok arkadaşımında hesapları aynı durumda AkbankDestek|negative
gece gece bu ne hız şahanesiniz tessekkürler:-)|positive
buruşuk parayı bile kabul etmeyen bankamatik nasıl bu parayı verirşimdi bu para bende mi patladı http://tco/wwj0tZK5Rf|negative
Bilgiç5|neutral
sorunlarımızı yazdığımız zaman neden takibi bırakıyorsunuz kapattırcam kartınızı kardeşim.|negative
nesimakbaşhotmailcom yada 02324539242|neutral
Hlmeçlk 444 25 25 ı aradık fakat bu konuda yardım yetkileri yokmuştetkili biri yok mu yardım edecek|negative
ben teşekkür ederim (y)|positive
beylikdüzü sanayi şubesi... çalışanlarla ilgili bir sıkıntı değil bu hepsi çok ilgili Tamamen eleman eksiğinizden kaynaklı|positive
Müşteriniz değilsem kapanış saatine kadar beklicem yani öğrendiğim iyi oldu  kredi başvurumu iptal edim.|negative
Orayı aramayı ben de biliyorum, madem her konuya destek olamayacaksınız bir köşeye yardım menüsü koyun bir zahmet.|negative
en başta müşteri sıra düzenlemesiyle mesela!!!|negative
Kredi kartımda kullanımdan dolayı tahribat var, yeniden gönderilmesini rica ediyorum.|negative
DM yolu nedir burada var mıkayıtlarım sizde var zaten arayın beni..053*7***455|neutral
neo kartım sizin KURYELERİNİZ hızlı çalışması dolayısı ile nedense 2,5 aydır alamıyorum..merkeze gelip elden alsaydım keşke...|negative
ne zaman dönüş yapacaksınız??@AkbankDestek|negative
gün içerisinde dönüş istiyorum.|negative
Bir talebim olamadı ki geri dönüş yapılsın Talep yapmak için aranmak istiyorum Ben arıyorum kayıt yapmıyorsunuz Acil çözüm|negative
Sanırım müşteriye ihtiyacınız yok Zibilyon kere kart başvurusu yaptım Ne zaman dönüş olacak Ölünce mi?|negative
Başarılar dilerimm AkbankDestek|positive
Bilgilendirme ve geri iade işlemi için teşekkürler... AkbankAxessCard|positive
Bundan önceki işlem tutarlarıyla beraber sizden geri alacağım görürsünüz  AkbankAxessCard|negative
AkbankAxessCard bu yılki ve bundan sonr kiler için geri adım atmazsanız bundan önceki 5yılın işlemleriyle beraber ödersiniz|negative
AkbankAxessCard 75 tl üyelik ücretimi olur ey soyguncular... birazdan tüketici mahkemesine başvuruyorum...|negative
tek şube bazı değil! genel bi problem bence bu,ve bu şekilde dikkate alınması güzel olur ilginize teşekkürler.|negative
Bankanızdan yapılan HGS başvurularında hergangi bir yıllık aidat söz konusu mu Sözleşmede yıllık aidat kısmı ... şeklinde de.|negative
evet şubelerinizdeki elemanların daha güleryüzlü ve daha yardımcı olmalarını rica ederiz..|negative
